StateAB,State,CityID,City,Last_name,First_name,Full_name,MayorID,Twitter_handle,Twitter_website,Race_White,Race_Black,Race_Hispanic,Race_Other,Gender_Male,Gender_Female,Gender_CM,,
CA,California,201,Santa Cruz,Terrazas,David,David Terrazas,201,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,202,Encinitas,Blakespear,Catherine S.,Catherine S. Blakespear,202,Cblakespear,https://twitter.com/Cblakespear,1,0,0,0,0,1,F,,
CA,California,203,Tulare,Jones,Carlton,Carlton Jones,203,N/A,N/A,0,1,0,0,1,0,M,,
CA,California,204,Gardena,Cerda,Tasha,Tasha Cerda,204,TashaCerda,https://twitter.com/TashaCerda,0,0,0,1,0,1,F,,
CA,California,205,National City,Morrison,Ron,Ron Morrison,205,NCMayor,https://twitter.com/NCMayor,1,0,0,0,1,0,M,,
CA,California,206,Cupertino,Paul,Darcy,Darcy Paul,206,Darcy4Council,https://twitter.com/Darcy4Council,0,0,0,1,0,1,M,,
CA,California,207,Huntington Park,Sanabria,Marilyn,Marilyn Sanabria,207,N/A,N/A,1,0,0,0,0,1,F,,
CA,California,208,Petaluma,Glass,David,David Glass,208,N/A,N/A,0,0,0,1,1,0,M,,
CA,California,209,San Rafael,Phillips,Gary O.,Gary O. Phillips,209,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,210,La Mesa,Arapostathis,Mark,Mark Arapostathis,210,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,211,Rocklin,Broadway,Ken,Ken Broadway,211,dbroadways,https://twitter.com/dbroadways,1,0,0,0,1,0,M,,
CA,California,212,Arcadia,Amundson,Peter,Peter Amundson,212,PMAMUNDSON,https://twitter.com/PMAMUNDSON,1,0,0,0,1,0,M,,
CA,California,213,Diamond Bar,Low,Ruth M.,Ruth M. Low,213,N/A,N/A,0,0,0,1,0,1,F,,
CA,California,214,Woodland,Barajas,Angel,Angel Barajas,214,N/A,N/A,0,0,1,0,1,0,M,,*it seems barajas is no longer the mayor
CA,California,215,Fountain Valley,Vo,Michael,Michael Vo,215,MichaelVo4FV,https://twitter.com/michaelvo4fv?lang=en,0,0,0,1,1,0,M,,
CA,California,216,Porterville,Stowe,Milton 'Milt',Milton 'Milt' Stowe,216,N/A,N/A,0,1,0,0,1,0,M,,
CA,California,217,Paramount,Lemons,Peggy,Peggy Lemons,217,N/A,N/A,1,0,0,0,0,1,F,,
CA,California,218,Hanford,Ayers,David,David Ayers,218,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,219,Rosemead,Low,Polly,Polly Low,219,N/A,N/A,0,0,0,1,0,1,F,,
CA,California,220,Eastvale,Lorimore,Clint,Clint Lorimore,220,clintlorimore,https://twitter.com/clintlorimore?lang=en,1,0,0,0,1,0,M,,
CA,California,221,Santee,Minto,John W.,John W. Minto,221,johnminto58,https://twitter.com/johnminto58?lang=en,1,0,0,0,1,0,M,,
CA,California,222,Highland,McCallon,Larry,Larry McCallon,222,lkmccallon,https://twitter.com/lkmccallon?lang=en,1,0,0,0,1,0,M,,
CA,California,223,Delano,Vallejo,Grace,Grace Vallejo,223,N/A,N/A,1,0,0,0,0,1,F,,
CA,California,224,Colton,Delarosa,Richard A.,Richard A. Delarosa,224,N/A,N/A,0,0,1,0,1,0,M,,
CA,California,225,Novato,Fryday,Josh,Josh Fryday,225,joshfryday,https://twitter.com/joshfryday?lang=en,1,0,0,0,1,0,M,,
CA,California,226,Lake Elsinore,Johnson,Natasha,Natasha Johnson,226,N/A,N/A,1,0,0,0,0,1,F,,
CA,California,227,Brentwood,Taylor,Robert,Robert Taylor,227,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,228,Yucaipa,Bogh,Greg,Greg Bogh,228,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,229,Cathedral City,Henry,Stanley E.,Stanley E. Henry,229,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,230,Watsonville,Hurst,Lowell,Lowell Hurst,230,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,231,Placentia,Wanke,Chad P.,Chad P. Wanke,231,ChadWanke,https://twitter.com/ChadWanke,1,0,0,0,1,0,M,,
CA,California,232,Glendora,Boyer,Gary,Gary Boyer,232,gboyer91741,https://twitter.com/gboyer91741,1,0,0,0,1,0,M,,
CA,California,233,Cerritos,Hu,Grace,Grace Hu,233,Grace4Cerritos,https://twitter.com/Grace4Cerritos,0,0,0,1,0,1,F,,
CA,California,234,Gilroy,Velasco,Roland,Roland Velasco,234,velasco4gilroy,https://twitter.com/velasco4gilroy,0,0,1,0,1,0,M,,
CA,California,235,West Sacramento,Cabaldon,Christopher L.,Christopher L. Cabaldon,235,mayorcabaldon,https://twitter.com/mayorcabaldon,0,0,0,1,1,0,M,,
CA,California,236,La Mirada,Eng,Ed,Ed Eng,236,N/A,N/A,0,0,0,1,1,0,M,,
CA,California,237,Palm Desert,Jonathan,Sabby,Sabby Jonathan,237,sabbyjonathan,https://twitter.com/sabbyjonathan,1,0,0,0,0,1,M,,
CA,California,238,Rancho Santa Margarita,Vaughn,Michael,Michael Vaughn,238,mikevaughn4rsm,https://twitter.com/mikevaughn4rsm,1,0,0,0,1,0,M,,
CA,California,239,Aliso Viejo,Harrington,Dave,Dave Harrington,239,harrington4ocsd,https://twitter.com/harrington4ocsd?lang=en,1,0,0,0,1,0,M,,
CA,California,240,Poway,Vaus,Steve,Steve Vaus,240,stevevaus,https://twitter.com/stevevaus,1,0,0,0,1,0,M,,
CA,California,241,Cypress,Peat,Jon,Jon Peat,241,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,242,Covina,Marquez,Jorge A.,Jorge A. Marquez,242,jorge_marquez,https://twitter.com/jorge_marquez?lang=en,0,0,1,0,1,0,M,,
CA,California,243,Azusa,Rocha,Joseph R.,Joseph R. Rocha,243,N/A,N/A,0,0,1,0,1,0,M,,
CA,California,244,Dublin,Haubert,David G.,David G. Haubert,244,davidhaubertd16,https://twitter.com/davidhaubertd16,1,0,0,0,1,0,M,,
CA,California,245,Ceres,Vierra,Chris,Chris Vierra,245,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,246,San Luis Obispo,Harmon,Heidi,Heidi Harmon,246,N/A,N/A,1,0,0,0,0,1,F,,
CA,California,247,Palm Springs,Moon,Robert,Robert Moon,247,N/A,N/A,0,0,0,1,1,0,M,,
CA,California,248,San Jacinto,Ruiz,Crystal,Crystal Ruiz,248,Crystalruiz68,https://twitter.com/Crystalruiz68,1,0,0,0,0,1,F,,
CA,California,249,Lincoln,Nader,Stan,Stan Nader,249,stannader,https://twitter.com/stannader,1,0,0,0,1,0,M,,
CA,California,250,El Centro,Viegas-Walker,Cheryl,Cheryl Viegas-Walker,250,N/A,N/A,1,0,0,0,0,1,F,,
CA,California,251,Newark,Nagy,Alan L.,Alan L. Nagy,251,alnewark,https://twitter.com/alnewark,1,0,0,0,1,0,M,,
CA,California,252,Lompoc,Lingl,Bob,Bob Lingl,252,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,253,Bell Gardens,Pulido,Maria,Maria Pulido,253,N/A,N/A,0,0,1,0,0,1,F,,
CA,California,254,Danville,Arnerich,Newell,Newell Arnerich,254,arnerich,https://twitter.com/arnerich,1,0,0,0,1,0,M,,
CA,California,255,Rancho Palos Verdes,Brooks,Susan M.,Susan M. Brooks,255,rpvsusanbrooks,https://twitter.com/rpvsusanbrooks,1,0,0,0,0,1,F,,
CA,California,256,San Bruno,Medina,Rico E.,Rico E. Medina,256,RicoEMedina,https://twitter.com/RicoEMedina,0,0,1,0,1,0,M,,
CA,California,257,Rohnert Park,Stafford,Pam,Pam Stafford,257,N/A,N/A,1,0,0,0,0,1,F,,
CA,California,258,Coachella,Hernandez,Steven,Steven Hernandez,258,N/A,N/A,0,0,1,0,1,0,M,,
CA,California,259,La Puente,Lewis,Violeta,Violeta Lewis,259,violetlewis,https://twitter.com/violetlewis,1,0,0,0,0,1,F,,
CA,California,260,San Gabriel,Costanzo,Juli,Juli Costanzo,260,N/A,N/A,1,0,0,0,0,1,F,,
CA,California,261,Campbell,Gibbons,Liz,Liz Gibbons,261,N/A,N/A,1,0,0,0,0,1,M,,
CA,California,262,Brea,Parker,Glenn,Glenn Parker,262,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,263,Culver City,Cooper,Jeffrey,Jeffrey Cooper,263,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,264,Calexico,Hurtado,Maritza,Maritza Hurtado,264,N/A,N/A,0,0,1,0,0,1,F,,
CA,California,265,Stanton,Shawver,David J.,David J. Shawver,265,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,266,Morgan Hill,Tate,Steve,Steve Tate,266,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,267,La Quinta,Evans,Linda,Linda Evans,267,linda4lqmayor,https://twitter.com/linda4lqmayor,0,0,1,0,0,1,F,,
CA,California,268,Pacifica,Keener,John,John Keener,268,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,269,Beaumont,Carroll,Nancy,Nancy Carroll,269,N/A,N/A,1,0,0,0,0,1,F,,
CA,California,270,Montclair,Eaton,Paul M.,Paul M. Eaton,270,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,271,Monrovia,Adams,Tom,Tom Adams,271,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,272,Los Banos,Villalta,Mike,Mike Villalta,272,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,273,Martinez,Schroder,Rob,Rob Schroder,273,rsschroder,https://twitter.com/rsschroder,1,0,0,0,1,0,M,,
CA,California,274,Temple City,Sternquist,Cynthia,Cynthia Sternquist,274,N/A,N/A,1,0,0,0,0,1,F,,
CA,California,275,Bell,Gallardo,Fidencia Joel,Fidencio Joel Gallardo,275,gallardo4bell,https://twitter.com/gallardo4bell,0,0,1,0,1,0,M,,
CA,California,276,Oakley,Pope,Randy,Randy Pope,276,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,277,Manhattan Beach,Thomas Howorth,Amy,Amy Thomas Howorth,277,amyhoworth,https://twitter.com/amyhoworth,1,0,0,0,0,1,F,,
CA,California,278,Hollister,Velazquez,Ignacio,Ignacio Velazquez,278,N/A,N/A,0,0,1,0,1,0,M,,
CA,California,279,Claremont,Schroeder,Larry,Larry Schroeder,279,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,280,San Juan Capistrano,Farias,Sergio,Sergio Farias,280,N/A,N/A,0,0,1,0,1,0,M,,
CA,California,281,Moorpark,Parvin,Janice,Janice Parvin,281,ParvinforMayor,https://twitter.com/ParvinforMayor,1,0,0,0,0,1,F,,
CA,California,282,West Hollywood,Heilman,John,John Heilman,282,jheilmanweho,https://twitter.com/jheilmanweho,1,0,0,0,1,0,M,,
CA,California,283,Beverly Hills,Bosse,Lili,Lili Bosse,283,LiliBosse1,https://twitter.com/LiliBosse1,1,0,0,0,0,1,F,,
CA,California,284,San Dimas,Morris,Curtis,Curtis Morris,284,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,285,Dana Point,Viczorek,Richard A.,Richard A. Viczorek,285,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,286,Pleasant Hill,Flaherty,Timothy M.,Timothy M. Flaherty,286,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,287,Seaside,Rubio,Ralph,Ralph Rubio,287,ElectRalphRubio,https://twitter.com/ElectRalphRubio,0,0,1,0,1,0,M,,
CA,California,288,Lawndale,Pullen-Miles,Robert,Robert Pullen-Miles,288,Pullen4You,https://twitter.com/Pullen4You,0,1,0,0,1,0,M,,
CA,California,289,Wildomar,Benoit,Ben,Ben Benoit,289,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,290,Menlo Park,Ohtaki,Peter I.,Peter I. Ohtaki,290,pohtaki,https://twitter.com/pohtaki,0,0,0,1,1,0,M,,
CA,California,291,Adelanto,Kerr,Rich,Rich Kerr,291,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,292,La Verne,Kendrick,Donald A.,Donald A. Kendrick,292,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,293,Foster City,Hindi,Sam,Sam Hindi,293,sam_hindi,https://twitter.com/sam_hindi,0,0,0,1,1,0,M,,
CA,California,294,Laguna Hills,Carruth,Mel,Mel Carruth,294,N/A,N/A,1,0,0,0,0,1,F,,
CA,California,295,Saratoga,Bernald,Mary-Lynne,Mary-Lynne Bernald,295,N/A,N/A,1,0,0,0,0,1,F,,
CA,California,296,Goleta,Perotte,Paula,Paula Perotte,296,N/A,N/A,1,0,0,0,0,1,F,,
CA,California,297,Paso Robles,Martin,Steven W.,Steven W. Martin,297,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,298,Banning,Moyer,George,George Moyer,298,N/A,N/A,1,0,0,0,1,0,M,,
CA,California,299,Los Gatos,Rennie,Rob,Rob Rennie,299,RobRenni,https://twitter.com/RobRenni,1,0,0,0,1,0,M,,
CA,California,300,Santa Paula,Gherardi,Ginger,Ginger Gherardi,300,N/A,N/A,1,0,0,0,0,1,F,,
CA,California,301,Walnut,Su,Mary,Mary Su,301,N/A,N/A,0,0,0,1,0,1,F,,
CO,Colorado,302,Denver,Hancock,Michael B.,Michael B. Hancock,302,MayorHancock,https://twitter.com/MayorHancock,0,1,0,0,1,0,M,,
CO,Colorado,303,Colorado Springs,Suthers,John,John Suthers,303,JohnSuthers,https://twitter.com/JohnSuthers,1,0,0,0,1,0,M,,
CO,Colorado,304,Aurora,Hogan,Steve,Steve Hogan,304,HoganForAurora,https://twitter.com/HoganForAurora,1,0,0,0,1,0,M,,
CO,Colorado,305,Fort Collins,Troxell,Wade,Wade Troxell,305,wadetroxell,https://twitter.com/wadetroxell,1,0,0,0,1,0,M,,
CO,Colorado,306,Lakewood,Paul,Adam A.,Adam A. Paul,306,N/A,N/A,1,0,0,0,1,0,M,,
CO,Colorado,307,Thornton,Williams,Heidi K.,Heidi K. Williams,307,mayorheidi,https://twitter.com/mayorheidi https://twitter.com/HeidiKWilliams,1,0,0,0,0,1,F,,
CO,Colorado,308,Arvada,Williams,Marc,Marc Williams,308,N/A,N/A,1,0,0,0,1,0,M,,
CO,Colorado,309,Westminster,Atchison,Herb,Herb Atchison,309,N/A,N/A,1,0,0,0,0,1,M,,
CO,Colorado,310,Pueblo,Nicoll,Chris,Chris Nicoll,310,Chris_Nicoll,https://twitter.com/Chris_Nicoll,1,0,0,0,1,0,M,,
CO,Colorado,311,Centennial,Piko,Stephanie,Stephanie Piko,311,stephpiko,https://twitter.com/stephpiko,1,0,0,0,0,1,F,,
CO,Colorado,312,Boulder,Jones,Suzanne,Suzanne Jones,312,N/A,N/A,1,0,0,0,0,1,F,,
CO,Colorado,313,Greeley,Gates,John,John Gates,313,garlandgates,https://twitter.com/garlandgates,1,0,0,0,1,0,M,,
CO,Colorado,314,Longmont,Bagley,Brian J.,Brian J. Bagley,314,N/A,N/A,1,0,0,0,1,0,M,,
CO,Colorado,315,Loveland,Marsh,Jacki,Jacki Marsh,315,JackiMarshMayor,twitter.com/JackiMarshMayor,1,0,0,0,0,1,F,,
CO,Colorado,316,Broomfield,Ahrens,Randy,Randy Ahrens,316,ahrensmayor,https://twitter.com/ahrensmayor?lang=en,1,0,0,0,1,0,M,,
CO,Colorado,317,Grand Junction,Taggart,Rick,Rick Taggart,317,N/A,N/A,1,0,0,0,1,0,M,,
CO,Colorado,318,Castle Rock,Green,Jennifer,Jennifer Green,318,N/A,N/A,1,0,0,0,0,1,F,,
CO,Colorado,319,Commerce City,Ford,Sean,Sean Ford,319,N/A,N/A,1,0,0,0,1,0,M,,
CO,Colorado,320,Parker,Waid,Mike,Mike Waid,320,mikewaid,https://twitter.com/mikewaid?lang=en,1,0,0,0,1,0,M,,
CO,Colorado,321,Littleton,Brinkman,Debbie,Debbie Brinkman,321,N/A,N/A,1,0,0,0,0,1,F,,
CO,Colorado,322,Northglenn,Dodge,Carol,Carol Dodge,322,cdodge17,https://twitter.com/caroldodge17?lang=en,1,0,0,0,0,1,F,,
CO,Colorado,323,Brighton,Kreutzer,Ken,Ken Kreutzer,323,KenK4mayor,https://twitter.com/KenK4Mayor?lang=en,1,0,0,0,1,0,M,,
CO,Colorado,324,Englewood,Jefferson,Joe,Joe Jefferson,324,N/A,N/A,1,0,0,0,1,0,M,,
CO,Colorado,325,Wheat Ridge,Starker,Bud,Bud Starker,325,N/A,N/A,1,0,0,0,1,0,M,,
CT,Connecticut,326,Bridgeport,Ganim,Joe,Joe Ganim,326,MayorGanim,https://twitter.com/MayorGanim?lang=en,1,0,0,1,1,0,M,,
CT,Connecticut,327,New Haven,Harp,Toni N.,Toni N. Harp,327,MayorHarp,https://twitter.com/MayorHarp?lang=en,1,0,0,1,0,1,F,,
CT,Connecticut,328,Hartford,Bronin,Luke,Luke Bronin,328,MayorBronin,https://twitter.com/MayorBronin?lang=en,1,0,0,0,1,0,M,,
CT,Connecticut,329,Stamford,Martin,David,David Martin,329,MartinForMayor,https://twitter.com/MartinForMayor?lang=en,1,0,0,0,1,0,M,,
CT,Connecticut,330,Waterbury,O'Leary,Neil M.,Neil M. O'Leary,330,mayoroleary,https://twitter.com/MayorOLeary?lang=en,1,0,0,0,1,0,M,,
CT,Connecticut,331,Norwalk,Rilling,Harry,Harry Rilling,331,HWRilling,https://twitter.com/HWRilling?lang=en,1,0,0,0,0,1,M,,
CT,Connecticut,332,Danbury,Boughton,Mark D.,Mark D. Boughton,332,MayorMark,https://twitter.com/MayorMark?lang=en,1,0,0,0,1,0,M,,
CT,Connecticut,333,New Britain,Stewart,Erin E.,Erin E. Stewart,333,erinstewartct,https://twitter.com/erinstewartct?lang=en,1,0,0,0,0,1,F,,
CT,Connecticut,334,West Hartford,Cantor,Shari,Shari Cantor,334,Cantorshari,https://twitter.com/Cantorshari?lang=en,1,0,0,0,0,1,F,,
CT,Connecticut,335,Greenwich,Tesei,Peter,Peter Tesei,335,tesei_peter,https://twitter.com/tesei_peter?lang=en,1,0,0,0,1,0,M,,
CT,Connecticut,336,Hamden,Balzano Leng,Curt,Curt Balzano Leng,336,curtleng,https://twitter.com/curtleng?lang=en,1,0,0,0,1,0,M,,
CT,Connecticut,337,Meriden,Scarpati,Kevin M.,Kevin M. Scarpati,337,kmscarpati,https://twitter.com/kmscarpati?lang=en,1,0,0,0,1,0,M,,
CT,Connecticut,338,Bristol,Zoppo-Sassu,Ellen,Ellen Zoppo Sassu,338,ellenzopposassu,https://twitter.com/ellenzopposassu?lang=en,1,0,0,0,0,1,F,,
CT,Connecticut,339,Fairfield,Tetreau,Michael C.,Michael C. Tetreau,339,miketetreau,https://twitter.com/miketetreau?lang=en,1,0,0,0,1,0,M,,
CT,Connecticut,340,Manchester,Moran,Jay,Jay Moran,340,MayorJayMoran,https://twitter.com/MayorJayMoran?lang=en,1,0,0,0,1,0,M,,
CT,Connecticut,341,West Haven,Rossi,Nancy R.,Nancy R. Rossi,341,N/A,N/A,1,0,0,0,0,1,F,,
CT,Connecticut,342,Milford,Blake,Benjamin G.,Benjamin G. Blake,342,N/A,N/A,1,0,0,0,1,0,M,,
CT,Connecticut,343,Stratford,Hoydick,Laura,Laura Hoydick,343,N/A,N/A,1,0,0,0,0,1,F,,
CT,Connecticut,344,East Hartford,Leclerc,Marcia A.,Marcia A. Leclerc,344,MayorMarcia,https://twitter.com/MayorMarcia,1,0,0,0,0,1,F,,
CT,Connecticut,345,Middletown,Drew,Daniel T.,Daniel T. Drew,345,MayorDanDrew,https://twitter.com/MayorDanDrew,1,0,0,0,1,0,M,,
CT,Connecticut,346,Wallingford,Dickinson Jr.,William,William Dickinson Jr.,346,N/A,N/A,1,0,0,0,1,0,M,,
CT,Connecticut,347,Enfield,Ludwick,Michael,Michael Ludwick,347,N/A,N/A,1,0,0,0,1,0,M,,
CT,Connecticut,348,Southington,Palmieri,Christopher J.,Christopher J. Palmieri,348,N/A,N/A,1,0,0,0,1,0,M,,
CT,Connecticut,349,Norwich,Nystrom,Peter Albert,Peter Albert Nystrom,349,Nystrom4Norwich,https://twitter.com/Nystrom4Norwich,1,0,0,0,1,0,M,,
CT,Connecticut,350,Groton,Granatosky,Patrice,Patrice Granatosky,350,N/A,N/A,1,0,0,0,0,1,F,,
CT,Connecticut,351,Shelton,Lauretti,Mark A.,Mark A. Lauretti,351,mark_lauretti,https://twitter.com/mark_lauretti?lang=en,1,0,0,0,1,0,M,,
CT,Connecticut,352,Torrington,Carbone,Elinor,Elinor Carbone,352,ElinorCarbone,https://twitter.com/ElinorCarbone,1,0,0,0,0,1,F,,
CT,Connecticut,353,Trumbull,Tesoro,Vicki A.,Vicki A. Tesoro,353,vickitesoro,https://twitter.com/vickitesoro,1,0,0,0,0,1,F,,
CT,Connecticut,354,Glastonbury,N/A,N/A,N/A,354,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,
CT,Connecticut,355,Naugatuck,Warren Hess III,N 'Pete',N 'Pete' Warren Hess III,355,MayorPeteHess,https://twitter.com/MayorPeteHess,1,0,0,0,1,0,M,,
CT,Connecticut,356,Newington,Zartarian,Roy,Roy Zartarian,356,mayorroyz,https://twitter.com/mayorroyz,0,0,0,1,1,0,M,,
DE,Delaware,357,Wilmington ,Purzycki,Michael S.,Michael S. Purzycki,357,MikePurzycki,https://twitter.com/mikepurzycki?lang=en,1,0,0,0,1,0,,,
DE,Delaware,358,Dover ,Christiansen,Robin S.,Robin R. Christiansen,358,N/A,N/A,1,0,0,0,1,0,,,
DE,Delaware,359,Newark,Sierer,Polly,Polly Sierer,359,N/A,N/A,1,0,0,0,0,1,F,,
DC,District of Columbia,360,Washington DC,Bowser,Muriel,Muriel Bowser,360,MayorBowser,https://twitter.com/MayorBowser,0,1,0,0,0,1,,,
FL,Florida,361,Jacksonville,Curry,Lenny,Lenny Curry,361,lennycurry,https://twitter.com/lennycurry?lang=en,1,0,0,0,1,0,M,,
FL,Florida,362,Miami,Suarez,Francis X.,Francis X. Suarez,362,FrancisSuarez,https://twitter.com/francissuarez?lang=en,0,0,1,0,1,0,M,,
FL,Florida,363,Tampa,Buckhorn,Bob,Bob Buckhorn,363,N/A,N/A,1,0,0,0,1,0,M,,
FL,Florida,364,Orlando,Dyer,Buddy,Buddy Dyer,364,orlandomayor,https://twitter.com/orlandomayor?lang=en,1,0,0,0,1,0,M,,
FL,Florida,365,St. Petersburg,Kriseman,Rick,Rick Kriseman,365,Kriseman,https://twitter.com/kriseman?lang=en,1,0,0,0,1,0,M,,
FL,Florida,366,Hialeah,Hernandez,Carlos A.,Carlos A. Hernandez,366,MayorHialeah,https://twitter.com/mayorhialeah?lang=en,0,0,1,0,1,0,M,,
FL,Florida,367,Tallahassee,Gillum,Andrew D.,Andrew D. Gillum,367,AndrewGillum,https://twitter.com/andrewgillum?lang=en,0,1,0,0,1,0,M,,
FL,Florida,368,Cape Coral,Coviello,Joe,Joe Coviello,368,N/A,N/A,1,0,0,0,1,0,M,,
FL,Florida,369,Fort Lauderdale,Seiler,John 'Jack' P.,John 'Jack' P. Seiler,369,JackSeiler,https://twitter.com/jackseiler?lang=en,1,0,0,0,1,0,M,,
FL,Florida,370,Port St. Lucie,Oravec,Gregory J.,Gregory J. Oravec,370,N/A,N/A,1,0,0,0,1,0,M,,
FL,Florida,371,Pembroke Pines,Ortis,Frank C.,Frank C. Ortis,371,mayorpines,https://twitter.com/mayorpines?lang=en,1,0,0,0,1,0,M,,
FL,Florida,372,Hollywood,Levy,Josh,Josh Levy,372,JoshLevyHlwd,https://twitter.com/joshlevyhlwd?lang=en,1,0,0,0,1,0,M,,
FL,Florida,373,Miramar,Messam,Wayne M.,Wayne M. Messam,373,WAYNEMESSAM,https://twitter.com/waynemessam?lang=en,0,1,0,0,1,0,M,,
FL,Florida,374,Gainesville,Poe,Lauren,Lauren Poe,374,laurenbpoe,https://twitter.com/laurenbpoe?lang=en,1,0,0,0,1,0,M,,
FL,Florida,375,Coral Springs,Campbell,Walter 'Skip',Walter 'Skip' Campbell,375,SkipForMayor,https://twitter.com/skipformayor?lang=en,1,0,0,0,1,0,M,,
FL,Florida,376,Miami Gardens,Gilbert III,Oliver G.,Oliver G. Gilbert III,376,Ogilbert,https://twitter.com/ogilbert?lang=en,0,1,0,0,1,0,M,,
FL,Florida,377,Clearwater,Cretekos,George N.,George N. Cretekos,377,N/A,N/A,1,0,0,0,1,0,M,,
FL,Florida,378,West Palm Beach,Muoio,Geraldine 'Jeri',Geraldine 'Jeri' Muoio Ph.D.,378,jmuoio,https://twitter.com/jmuoio?lang=en,1,0,0,0,0,1,F,,
FL,Florida,379,Palm Bay,Capote,William,William Capote,379,N/A,N/A,0,1,0,0,1,0,M,,
FL,Florida,380,Pompano Beach,Fisher,Lamar,Lamar Fisher,380,LamarPFisher,https://twitter.com/LamarPFisher,1,0,0,0,1,0,M,,
FL,Florida,381,Lakeland,Mutz,H 'Bill' William,H 'Bill' William Mutz,381,DozenDad,https://twitter.com/DozenDad?lang=en,1,0,0,0,1,0,M,,
FL,Florida,382,Davie,Paul,Judith 'Judy',Judith 'Judy' Paul,382,N/A,N/A,1,0,0,0,0,1,F,,
FL,Florida,383,Boca Raton,Haynie,Susan,Susan Haynie,383,susanhaynieboca,https://twitter.com/susanhaynieboca?lang=en,1,0,0,0,0,1,F,,
FL,Florida,384,Miami Beach,Gelber,Dan,Dan Gelber,384,MayorDanGelber,https://twitter.com/mayordangelber?lang=en,1,0,0,0,1,0,M,,
FL,Florida,385,Deltona,Masiarczyk Sr.,John C.,John C. Masiarczyk Sr.,385,N/A,N/A,1,0,0,0,1,0,M,,
FL,Florida,386,Plantation,Veltri-Bendedkobic,Diane,Diane Veltri-Bendedkobic,386,reelectdiane,https://twitter.com/reelectdiane?lang=en,1,0,0,0,0,1,F,,
FL,Florida,387,Sunrise,Ryan,Michael J.,Michael J. Ryan,387,N/A,N/A,1,0,0,0,1,0,M,,
FL,Florida,388,Palm Coast,Holland,Milissa,Milissa Holland,388,Mayor_Holland,https://twitter.com/mayor_holland,1,0,0,0,0,1,F,,
FL,Florida,389,Largo,Brown,Louis 'Woody' L.,Louis 'Woody' L. Brown,389,LargoMayor,https://twitter.com/largomayor?lang=en,1,0,0,0,1,0,M,,
FL,Florida,390,Deerfield Beach,Ganz,Bill,Bill Ganz,390,DFB_MayorGanz,https://twitter.com/dfb_mayorganz,1,0,0,0,1,0,M,,
FL,Florida,391,Melbourne,Meehan,Kathy,Kathy Meehan,391,MeehanKathy,https://twitter.com/meehankathy?lang=en,1,0,0,0,0,1,F,,
FL,Florida,392,Boynton Beach,Grant,Steven B.,Steven B. Grant,392,N/A,N/A,1,0,0,0,1,0,M,,
FL,Florida,393,Lauderhill,Kaplan,Richard J.,Richard J. Kaplan,393,R_J_Kaplan,https://twitter.com/r_j_kaplan?lang=en,1,0,0,0,1,0,M,,
FL,Florida,394,Fort Myers,Henderson Jr.,Randall P.,Randall P. Henderson Jr.,394,N/A,N/A,1,0,0,0,1,0,M,,
FL,Florida,395,Weston,Stermer,Daniel J.,Daniel J. Stermer,395,N/A,N/A,1,0,0,0,1,0,M,,
FL,Florida,396,Kissimmee,Alvarez,Jose A.,Jose A. Alvarez,396,MayorJoseAlvar2,https://twitter.com/mayorjosealvar2?lang=en,0,0,1,0,1,0,M,,
FL,Florida,397,Homestead,Porter,Jeffrey 'Jeff' D.,Jeffrey 'Jeff' D. Porter,397,N/A,N/A,1,0,0,0,1,0,M,,
FL,Florida,398,Delray Beach,Glickstein,Cary,Cary Glickstein,398,N/A,N/A,1,0,0,0,1,0,M,,
FL,Florida,399,Tamarac,Dressler,Harry,Harry Dressler,399,N/A,N/A,1,0,0,0,1,0,M,,
