FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),under5,5to9,10to14,15to17,18to24,25to34,35to44,45to54,55to64,65to74,75to84,plus85,totalPop,white,black,nativeAm,asian,pacIsl,other,twomore,employed,unemployed,medhhinc,gini
1.01005E+11,"Aberdeen city, SD; Aberdeen, SD Micro Area","Aberdeen city, South Dakota (part); Aberdeen, Aberdeen",sd,7.05,6.4,6.2,3.64,12.03,15.28,10.92,10.8,12.1,6.71,5.61,3.25,27783,89.86,1.55,3.88,3.06,0.04,0.07,1.54,97.33,2.67,46330,0.4339
1.01405E+11,"Aberdeen city, WA; Aberdeen, WA Micro Area","Aberdeen city, Washington (part); Aberdeen, Aberdeen",wa,7.98,5.31,7.74,3.8,9.41,13.96,12.49,12.05,12.67,9.01,4.03,1.54,16335,87.78,0.54,4.16,0.88,1.18,2.17,3.28,91.35,8.65,40478,0.4495
1.01805E+11,"Abilene city, TX; Abilene, TX Metro Area","Abilene city, Texas (part); Abilene, Abilene",tx,7.13,6.76,5.66,3.36,16.22,16.21,10.97,10.98,10.08,6.64,4.2,1.78,122612,75.59,10.24,0.78,2.1,0.03,8.25,3.01,94.27,5.73,44108,0.4529
1.02204E+11,"Ada city, OK; Ada, OK Micro Area","Ada city, Oklahoma (part); Ada, Ada",ok,7.01,5.88,5.89,2.49,16.91,16.58,10.21,10.08,9.66,7.56,5.6,2.11,17240,67.9,3.83,7.1,1.11,0.03,0.6,19.43,93.44,6.56,34801,0.4676
1.02607E+11,"Adjuntas zona urbana, PR; Adjuntas, PR Micro Area","Adjuntas zona urbana, Puerto Rico (part); Adjuntas, Adjuntas",pr,6.45,7.17,8.91,3.08,10.09,9.26,13.24,13.35,11.18,9.87,6.29,1.12,4480,82.1,0.54,0.11,0,0,13.97,3.28,59.93,40.07,11389,0.6092
1.03003E+11,"Adrian city, MI; Adrian, MI Micro Area","Adrian city, Michigan (part); Adrian, Adrian",mi,5.49,6.49,5.61,3.76,18.79,11.98,10.71,10.21,10.38,8.25,5.02,3.31,20800,85.76,6.7,0.38,0.25,0.12,3.79,2.98,88.9,11.1,33921,0.4693
1.03807E+11,"Aguadilla zona urbana, PR; Aguadilla-Isabela, PR Metro Area","Aguadilla zona urbana, Puerto Rico (part); Aguadilla-Isabela, Aguadilla-Isabela",pr,6.23,6.27,6.31,3.92,8.17,11.94,10.7,11.23,13.09,11.8,7.91,2.42,11314,72.56,4.7,0.14,1.58,0,8.91,12.11,70.27,29.73,11382,0.6237
1.03807E+11,"Isabela zona urbana, PR; Aguadilla-Isabela, PR Metro Area","Isabela zona urbana, Puerto Rico (part); Aguadilla-Isabela, Aguadilla-Isabela",pr,5.19,2.83,6.85,5.42,11.05,9.95,14.55,11.34,13.56,11.33,5.23,2.7,11135,74.02,5.98,0.11,0,0,18.18,1.72,77.58,22.42,14724,0.5623
1.04204E+11,"Akron city, OH; Akron, OH Metro Area","Akron city, Ohio (part); Akron, Akron",oh,6.53,5.89,5.77,3.44,11.83,14.41,12,13.01,13.52,7.7,3.83,2.07,198508,61.05,30.47,0.23,3.59,0.03,0.52,4.12,88.84,11.16,35240,0.4727
1.04604E+11,"Alamogordo city, NM; Alamogordo, NM Micro Area","Alamogordo city, New Mexico (part); Alamogordo, Alamogordo",nm,7.08,7.52,4.76,3.26,11.78,14.17,11.31,11.83,11.51,9.21,5.61,1.96,31201,78.06,5,1.64,2.02,0.14,7.9,5.24,91.42,8.58,46364,0.4309
1.05001E+11,"Albany city, GA; Albany, GA Metro Area","Albany city, Georgia (part); Albany, Albany",ga,7.45,6.54,7.71,4.17,13.18,13.83,11.91,11.59,11.09,7,3.66,1.86,75657,23.93,72.26,0.18,0.95,0.03,0.91,1.73,81.96,18.04,31263,0.521
1.05404E+11,"Albany city, OR (part); Albany, OR Metro Area","Albany city, Oregon (part); Albany, Albany",or,6.52,8.19,5.89,4.08,9.38,16.05,12.71,12.2,11.35,7.88,3.78,1.97,44885,88.58,1.06,1.61,2.04,0.08,3.41,3.23,89.41,10.59,45713,0.4394
1.05804E+11,"Albany city, NY; Albany-Schenectady-Troy, NY Metro Area","Albany city, New York (part); Albany-Schenectady-Troy, Albany-Schenectady-Troy",ny,5.45,4.69,4.32,2.24,22.42,16.46,10.63,11.15,10.35,6.39,3.34,2.55,98425,55.63,29.9,0.28,6.67,0.04,2.46,5.01,92.5,7.5,42335,0.4958
1.05804E+11,"Schenectady city, NY; Albany-Schenectady-Troy, NY Metro Area","Schenectady city, New York (part); Albany-Schenectady-Troy, Albany-Schenectady-Troy",ny,6.26,5.77,5.6,3.59,12.03,15.62,12.72,13.26,12.1,6.99,3.33,2.73,65554,59.51,20.56,0.47,5.85,0.05,7.51,6.04,89.96,10.04,41243,0.4445
1.05804E+11,"Troy city, NY; Albany-Schenectady-Troy, NY Metro Area","Troy city, New York (part); Albany-Schenectady-Troy, Albany-Schenectady-Troy",ny,6.04,5.83,4.72,2.77,19.25,18.33,10.27,10.67,10.69,6.22,3.15,2.06,49881,71.45,15.98,0.12,3.91,0,1.36,7.19,90.08,9.92,39847,0.455
1.06204E+11,"Albemarle city, NC; Albemarle, NC Micro Area","Albemarle city, North Carolina (part); Albemarle, Albemarle",nc,5.64,5.74,6.37,4.05,8.92,11.09,12.91,13.23,13.82,9.89,5.5,2.84,15968,72.44,19.53,0.46,2.2,0.09,1.82,3.46,89.38,10.62,34863,0.4708
1.06603E+11,"Albert Lea city, MN; Albert Lea, MN Micro Area","Albert Lea city, Minnesota (part); Albert Lea, Albert Lea",mn,4.89,6.13,5.73,3.81,7.59,11.79,10.84,12.79,12.57,10.42,7.66,5.78,17775,92.9,2.09,0.4,1.83,0.04,1.22,1.52,94.89,5.11,42128,0.4206
1.07E+11,"Albertville city, AL; Albertville, AL Micro Area","Albertville city, Alabama (part); Albertville, Albertville",al,7.74,9.71,7.29,3.86,7.13,16.43,12.27,11.22,9.89,8.19,4.23,2.03,21434,91.85,2.67,0.12,0.05,0,3.97,1.33,94.22,5.78,32042,0.4493
1.07404E+11,"Albuquerque city, NM; Albuquerque, NM Metro Area","Albuquerque city, New Mexico (part); Albuquerque, Albuquerque",nm,6.36,6.59,6.58,3.68,9.71,15.67,12.87,12.69,12.14,7.79,4.2,1.72,556859,72.06,3.28,4.45,2.6,0.11,13.12,4.38,92.7,7.3,48127,0.4687
1.076E+11,"Alexander City city, AL; Alexander City, AL Micro Area","Alexander City city, Alabama (part); Alexander City, Alexander City",al,6.56,7.54,7.32,4.2,6.55,13.78,11,12.45,13.53,8.96,5.01,3.1,14859,56.24,39.03,0.26,1.37,0,1.82,1.29,88.12,11.88,30442,0.4746
1.07802E+11,"Alexandria city, LA; Alexandria, LA Metro Area","Alexandria city, Louisiana (part); Alexandria, Alexandria",la,6.25,7.43,7.32,4.17,8.92,12.54,11.16,13.43,13.39,7.84,5.32,2.22,48044,37.79,56.83,0.48,3.34,0.02,0.19,1.35,88.69,11.31,35931,0.5218
1.08203E+11,"Alexandria city, MN; Alexandria, MN Micro Area","Alexandria city, Minnesota (part); Alexandria, Alexandria",mn,5.71,5.64,4.8,2.59,12.8,13.92,10.32,9.72,10.65,10.41,8.71,4.73,13185,95.85,0.83,0.8,0.18,0,0.67,1.68,95.71,4.29,44140,0.4492
1.08605E+11,"Alice city, TX; Alice, TX Micro Area","Alice city, Texas (part); Alice, Alice",tx,8.63,7.68,7.58,4.12,8.94,13.79,12.33,10.3,11.66,8.55,4.34,2.1,19439,94.93,0.89,0.08,0.86,0.17,2.27,0.8,93.79,6.21,39220,0.5274
1.09004E+11,"Allentown city, PA; Allentown-Bethlehem-Easton, PA-NJ Metro Area","Allentown city, Pennsylvania (part); Allentown-Bethlehem-Easton, Allentown-Bethlehem-Easton",pa,7.36,8.05,6.67,4.37,12.28,15.09,12.52,11.65,10.23,6.08,3.67,2.04,119624,58.8,14.04,0.32,2.05,0.11,20.13,4.56,87.08,12.92,37256,0.4527
1.09004E+11,"Bethlehem city, PA; Allentown-Bethlehem-Easton, PA-NJ Metro Area","Bethlehem city, Pennsylvania (part); Allentown-Bethlehem-Easton, Allentown-Bethlehem-Easton",pa,5.68,4.67,5.06,3.59,16.13,14.53,11.43,11.88,11.46,8.09,4.59,2.92,75110,79.33,6.37,0.38,2.75,0,5.61,5.56,93.35,6.65,49349,0.4416
1.09403E+11,"Alma city, MI; Alma, MI Micro Area","Alma city, Michigan (part); Alma, Alma",mi,6.3,6.16,5.18,2.42,21.96,11.53,9.12,10.18,10.88,6.66,4.86,4.76,9222,95,1.91,0.8,0,0,0.18,2.1,88.27,11.73,35134,0.449
1.09803E+11,"Alpena city, MI; Alpena, MI Micro Area","Alpena city, Michigan (part); Alpena, Alpena",mi,6.31,4.24,6.58,3.32,10.38,11.39,11.39,13.51,13.18,9.35,5.45,4.91,10213,96.77,0.7,0.41,0.59,0,0.18,1.35,91.03,8.97,35490,0.4621
1.10204E+11,"Altoona city, PA; Altoona, PA Metro Area","Altoona city, Pennsylvania (part); Altoona, Altoona",pa,6.01,5.99,6.47,4.07,9.91,12.82,12.75,12.15,13.76,8.75,4.7,2.63,45209,93.72,2.99,0.04,0.39,0.01,0.46,2.38,92.43,7.57,36741,0.4525
1.10604E+11,"Altus city, OK; Altus, OK Micro Area","Altus city, Oklahoma (part); Altus, Altus",ok,8.62,7.6,5.77,3.42,11.04,16.3,12.57,10.75,11.7,6.79,3.51,1.94,19422,66.54,9.67,1.84,1.36,0,14.51,6.07,93.67,6.33,41233,0.4315
1.11005E+11,"Amarillo city, TX; Amarillo, TX Metro Area","Amarillo city, Texas (part); Amarillo, Amarillo",tx,8.1,8.01,6.85,4.2,9.47,15.75,12.33,11.38,11.37,6.86,3.99,1.68,197570,82.95,6.42,0.55,3.92,0.09,2.65,3.42,95.68,4.32,49684,0.4584
1.11401E+11,"Americus city, GA; Americus, GA Micro Area","Americus city, Georgia (part); Americus, Americus",ga,7.1,9.26,5.13,4.47,17.66,13.58,10.31,8.77,10.39,8.56,3,1.77,16185,33.27,61.1,0.4,0.6,0,2,2.63,80.39,19.61,24882,0.4968
1.11802E+11,"Ames city, IA; Ames, IA Metro Area","Ames city, Iowa (part); Ames, Ames",ia,3.9,3.42,3.14,1.85,43.7,13.87,7.44,6.91,6.63,4.71,3.27,1.18,64073,83.55,3.11,0.19,9.59,0.05,0.43,3.08,93.98,6.02,41278,0.4979
1.12204E+11,"Amsterdam city, NY; Amsterdam, NY Micro Area","Amsterdam city, New York (part); Amsterdam, Amsterdam",ny,6.22,6.84,7.27,4,9.83,13.12,12.94,10.92,11.81,8.01,5.5,3.55,18063,74.35,4.44,0.13,0.55,0.04,15.84,4.64,89.42,10.58,35304,0.4689
1.126E+11,"Anchorage municipality, AK; Anchorage, AK Metro Area","Anchorage municipality, Alaska (part); Anchorage, Anchorage",ak,7.39,6.84,6.76,4.01,11.04,17.02,12.78,13.32,11.89,5.84,2.24,0.87,299321,64.26,5.66,7,8.94,2.27,2.07,9.81,93.95,6.05,80862,0.4201
1.13805E+11,"Andrews city, TX; Andrews, TX Micro Area","Andrews city, Texas (part); Andrews, Andrews",tx,9.53,9.62,8.02,4.9,10.06,14.15,12.16,11.95,9.36,4.89,3.94,1.41,13087,91.3,2.11,0.11,0,0,3.96,2.52,94.32,5.68,69303,0.3875
1.14202E+11,"Angola city, IN; Angola, IN Micro Area","Angola city, Indiana (part); Angola, Angola",in,8.09,5.22,4.74,2.49,22.18,11.19,11.22,10.84,8.88,9.55,3.37,2.2,8624,95.37,0.7,0,0.28,0.12,0.43,3.11,92.59,7.41,41729,0.4231
1.14603E+11,"Ann Arbor city, MI; Ann Arbor, MI Metro Area","Ann Arbor city, Michigan (part); Ann Arbor, Ann Arbor",mi,4.17,3.78,3.54,2.37,30.97,16.64,9.45,8.97,9.1,6.08,3.35,1.58,118087,71.96,7.27,0.35,15.71,0.04,0.57,4.09,94.43,5.57,57697,0.5041
1.15E+11,"Anniston city, AL; Anniston-Oxford-Jacksonville, AL Metro Area","Anniston city, Alabama (part); Anniston-Oxford-Jacksonville, Anniston-Oxford-Jacksonville",al,6.21,6.23,4.91,3.37,8.6,12.58,11.26,10.59,15.59,11.98,5.78,2.91,22441,44.82,49.46,0.08,1.86,0,0.2,3.58,84.34,15.66,30539,0.5313
1.15E+11,"Jacksonville city, AL; Anniston-Oxford-Jacksonville, AL Metro Area","Jacksonville city, Alabama (part); Anniston-Oxford-Jacksonville, Anniston-Oxford-Jacksonville",al,5.87,3.77,3.94,3.01,28.75,15.1,9.44,9.18,8.47,7.02,3.21,2.25,12827,70.95,23.74,0.12,1.74,0,0.52,2.93,86.6,13.4,39216,0.4557
1.15E+11,"Oxford city, AL (part); Anniston-Oxford-Jacksonville, AL Metro Area","Oxford city, Alabama (part); Anniston-Oxford-Jacksonville, Anniston-Oxford-Jacksonville",al,5.55,7.93,5.17,5.37,6.36,13.18,12.56,16.09,11.94,8.45,5.33,2.07,17044,79.73,13.99,0.02,1.37,0,3.61,1.28,89.23,10.77,50838,0.4077
1.15406E+11,"Appleton city, WI (part); Appleton, WI Metro Area","Appleton city, Wisconsin (part); Appleton, Appleton",wi,6.95,6.86,6.67,4.51,10.05,14.41,12.75,13.96,11.92,6.45,3.76,1.71,72296,85.67,2.31,0.68,6.13,0.04,2.83,2.33,95.91,4.09,54664,0.4343
1.15801E+11,"Arcadia city, FL; Arcadia, FL Micro Area","Arcadia city, Florida (part); Arcadia, Arcadia",fl,5.73,8.57,7.69,5.4,12.43,14.68,12.76,10.66,9.2,6,4.6,2.28,7761,70.42,24.64,0.54,0.36,0.24,3.52,0.28,90.21,9.79,27220,0.4904
1.16204E+11,"Ardmore city, OK; Ardmore, OK Micro Area","Ardmore city, Oklahoma (part); Ardmore, Ardmore",ok,7.21,8.15,5.91,4.27,8.73,13.07,13.73,11.86,11.74,7.7,5.22,2.42,25027,67.44,10.24,7.42,1.66,0.02,3.91,9.31,93,7,45576,0.4943
1.16407E+11,"Arecibo zona urbana, PR; Arecibo, PR Metro Area","Arecibo zona urbana, Puerto Rico (part); Arecibo, Arecibo",pr,5.45,5.2,6.6,3.66,9.98,12.02,11.92,12.91,12.11,11.35,6.23,2.56,42412,82.68,5.02,0.33,0.81,0,8.56,2.6,80.2,19.8,16524,0.5395
1.16601E+11,"Arkadelphia city, AR; Arkadelphia, AR Micro Area","Arkadelphia city, Arkansas (part); Arkadelphia, Arkadelphia",ar,4.53,4.89,4.6,2.33,38.7,7.13,10.04,7.03,7.98,5.46,5.19,2.11,10728,67.53,27.93,0.19,0.91,0,1.24,2.2,94.36,5.64,29872,0.5332
1.16802E+11,"Arkansas City city, KS; Arkansas City-Winfield, KS Micro Area","Arkansas City city, Kansas (part); Arkansas City-Winfield, Arkansas City-Winfield",ks,9.54,7.67,6.58,3.08,13.51,12.92,10.47,10.17,10.26,8.34,4.86,2.58,12198,85.64,3.45,2.42,0.73,0,3.73,4.03,90.95,9.05,38212,0.4259
1.16802E+11,"Winfield city, KS; Arkansas City-Winfield, KS Micro Area","Winfield city, Kansas (part); Arkansas City-Winfield, Arkansas City-Winfield",ks,4.94,7.36,5.52,4.66,12.9,12.68,12.63,10.25,12.97,7.55,4.62,3.92,12283,84.49,4.17,1.55,3.88,0,1.29,4.62,94.42,5.58,41297,0.4297
1.17004E+11,"Asheville city, NC; Asheville, NC Metro Area","Asheville city, North Carolina (part); Asheville, Asheville",nc,5.57,5.07,5.03,2.74,10.04,17.27,13.26,12.19,11.69,9.21,5.08,2.86,87531,82.26,12.26,0.27,2.24,0,0.6,2.37,93.92,6.08,44946,0.4721
1.17404E+11,"Ashland city, OH; Ashland, OH Micro Area","Ashland city, Ohio (part); Ashland, Ashland",oh,6.38,5.21,4.89,3.58,15.39,11.63,10.96,11.79,11.87,8.34,6.21,3.77,20419,95.14,1.43,0.02,1.01,0,0.21,2.18,94.38,5.62,39417,0.4452
1.17804E+11,"Ashtabula city, OH; Ashtabula, OH Micro Area","Ashtabula city, Ohio (part); Ashtabula, Ashtabula",oh,6.84,6.74,7.37,4.19,8.74,11.98,11.12,12.93,14.15,9.04,4.88,2.02,18540,84.99,8.56,0.29,0.16,0.16,0.87,4.98,87.17,12.83,28865,0.4621
1.18204E+11,"Astoria city, OR; Astoria, OR Micro Area","Astoria city, Oregon (part); Astoria, Astoria",or,5.97,4.69,4.06,2.76,6.48,14.26,12.54,13.38,16.81,10.29,4.86,3.9,9595,89.03,0.43,0.57,1.66,0.18,1.63,6.51,93.55,6.45,43919,0.4229
1.18602E+11,"Atchison city, KS; Atchison, KS Micro Area","Atchison city, Kansas (part); Atchison, Atchison",ks,6.76,5.65,7.71,4.32,19.61,10.79,9.65,11.69,10.03,6.44,5.33,2.03,10798,88.3,5.21,0.44,0.34,0.09,0.34,5.27,90.77,9.23,41696,0.4984
1.19004E+11,"Athens city, OH; Athens, OH Micro Area","Athens city, Ohio (part); Athens, Athens",oh,2.2,1.85,1.51,1.16,63.97,10.13,5.26,5.21,3.69,2.57,1.7,0.75,24365,83.67,4.01,0.02,7.47,0.09,0.89,3.85,89.06,10.94,22204,0.5974
1.19405E+11,"Athens city, TN; Athens, TN Micro Area","Athens city, Tennessee (part); Athens, Athens",tn,6.7,5.11,7.35,3.61,12.3,11.87,10.78,11.24,12.4,10.69,5.79,2.15,13651,88.37,7.71,0,1.21,0,0.6,2.1,89.79,10.21,29253,0.4857
1.19805E+11,"Athens city, TX; Athens, TX Micro Area","Athens city, Texas (part); Athens, Athens",tx,7.65,7.15,9.23,3.35,9.25,14.44,10.85,11.04,10.5,8.6,5.52,2.41,12796,76.98,16.06,0.46,2.37,0,2.77,1.36,92.11,7.89,40505,0.5268
1.20201E+11,"Athens-Clarke County unified government (balance), GA; Athens-Clarke County, GA Metro Area","Athens-Clarke County unified government (balance), Georgia (part); Athens-Clarke County, Athens-Clarke County",ga,5.66,4.85,4.55,2.38,28.49,16.49,10.83,8.65,8.56,5.59,2.68,1.27,120813,63.78,27.3,0.21,4.41,0.03,2.37,1.9,91.32,8.68,32959,0.5349
1.20601E+11,"Alpharetta city, GA; Atlanta-Sandy Springs-Roswell, GA Metro Area","Alpharetta city, Georgia (part); Atlanta-Sandy Springs-Roswell, Atlanta-Sandy Springs-Roswell",ga,6.57,8.29,8.18,5.21,7.03,10.94,15.88,18.3,11.36,4.41,2.35,1.48,63013,66.37,11.71,0.48,16.24,0.13,1.33,3.75,94.91,5.09,93613,0.4499
1.20601E+11,"Atlanta city, GA; Atlanta-Sandy Springs-Roswell, GA Metro Area","Atlanta city, Georgia (part); Atlanta-Sandy Springs-Roswell, Atlanta-Sandy Springs-Roswell",ga,5.94,5.24,5.06,2.48,13.9,20.21,14.39,12.23,9.72,6.45,3.13,1.26,456378,40.05,52.37,0.29,4,0.04,1.05,2.2,89.6,10.4,49398,0.5822
1.20601E+11,"Marietta city, GA; Atlanta-Sandy Springs-Roswell, GA Metro Area","Marietta city, Georgia (part); Atlanta-Sandy Springs-Roswell, Atlanta-Sandy Springs-Roswell",ga,6.9,7.45,5.8,2.66,12.13,16.22,15.98,12.5,8.8,6.81,3.24,1.52,59714,56.55,31.09,0.86,3.16,0.05,5.5,2.79,91.46,8.54,48154,0.4811
1.20601E+11,"Roswell city, GA; Atlanta-Sandy Springs-Roswell, GA Metro Area","Roswell city, Georgia (part); Atlanta-Sandy Springs-Roswell, Atlanta-Sandy Springs-Roswell",ga,7.32,5.99,6.96,4.58,6.52,13.69,14.64,16.1,12.52,7.25,2.89,1.54,93968,76.95,14.08,0.34,4.96,0.03,1.36,2.27,95.55,4.45,84959,0.4589
1.20601E+11,"Sandy Springs city, GA; Atlanta-Sandy Springs-Roswell, GA Metro Area","Sandy Springs city, Georgia (part); Atlanta-Sandy Springs-Roswell, Atlanta-Sandy Springs-Roswell",ga,6.22,6.01,5.31,3.35,7.54,20.26,15.19,12.91,10.9,7,3.4,1.91,102212,66.41,20.89,1.37,6.54,0.01,1.59,3.18,95.06,4.94,68629,0.5449
1.21003E+11,"Atlantic City city, NJ; Atlantic City-Hammonton, NJ Metro Area","Atlantic City city, New Jersey (part); Atlantic City-Hammonton, Atlantic City-Hammonton",nj,7.61,7.25,6.68,3.86,10.03,13.62,12.53,13.59,11.75,7.15,4.31,1.6,39306,34.9,38.35,0.4,16.75,0,5.63,3.97,84.29,15.71,26566,0.5477
1.21003E+11,"Hammonton town, NJ; Atlantic City-Hammonton, NJ Metro Area","Hammonton town, New Jersey (part); Atlantic City-Hammonton, Atlantic City-Hammonton",nj,3.11,4.92,8.86,4.98,8.38,10.16,14.33,16.54,10.64,9.49,6.15,2.43,14630,84.2,3.76,0.18,1.22,0.14,7.29,3.21,91.12,8.88,62555,0.42
1.212E+11,"Atmore city, AL; Atmore, AL Micro Area","Atmore city, Alabama (part); Atmore, Atmore",al,3.98,2.48,5.57,4.77,10.93,13.15,17.23,14.62,11.49,9.13,5.3,1.33,10067,44.67,50.18,1.55,0.32,0.67,0.68,1.94,82.59,17.41,25487,0.5452
1.21402E+11,"Auburn city, IN; Auburn, IN Micro Area","Auburn city, Indiana (part); Auburn, Auburn",in,4.73,5.46,7.53,5.23,7.72,12.42,12.78,12.56,13.48,9.9,5.73,2.46,12758,97.38,0.38,0,0.49,0,0.94,0.8,96.1,3.9,45948,0.4736
1.21804E+11,"Auburn city, NY; Auburn, NY Micro Area","Auburn city, New York (part); Auburn, Auburn",ny,5.95,5.61,5.1,3.22,9.82,15.65,12.13,12.61,13.32,8.17,4.6,3.81,27101,85.05,9.79,0.63,0.57,0,0.51,3.45,90.32,9.68,40005,0.4314
1.222E+11,"Auburn city, AL; Auburn-Opelika, AL Metro Area","Auburn city, Alabama (part); Auburn-Opelika, Auburn-Opelika",al,5.17,4.93,4.87,3.34,35.6,14.12,9.91,8.32,6.35,4.51,2.22,0.66,60318,72.2,17.67,0.09,7.05,0.02,1.78,1.19,94,6,38912,0.5661
1.222E+11,"Opelika city, AL; Auburn-Opelika, AL Metro Area","Opelika city, Alabama (part); Auburn-Opelika, Auburn-Opelika",al,5.93,6.12,6.74,4.19,8.94,15.83,12.12,13.38,12.63,8.02,4.76,1.33,29030,52.08,41.36,0.04,1.99,0.06,2.61,1.87,94.06,5.94,41566,0.4861
1.22601E+11,"Augusta-Richmond County consolidated government (balance), GA; Augusta-Richmond County, GA-SC Metro Area","Augusta-Richmond County consolidated government (balance), Georgia (part); Augusta-Richmond County, Augusta-Richmond County",ga,7.08,6.51,6.44,3.65,11.95,16,11.43,12.18,12.23,7.42,3.74,1.37,196784,37.91,56.37,0.33,1.72,0.24,1.11,2.32,88.56,11.44,38458,0.4836
1.23002E+11,"Augusta city, ME; Augusta-Waterville, ME Micro Area","Augusta city, Maine (part); Augusta-Waterville, Augusta-Waterville",me,5.43,5.68,4.63,3.16,8.83,13.11,10.77,14.87,13.54,11.36,5.77,2.85,18691,94.22,0.95,0.85,0.91,0.02,0.49,2.57,92.56,7.44,40555,0.4345
1.23002E+11,"Waterville city, ME; Augusta-Waterville, ME Micro Area","Waterville city, Maine (part); Augusta-Waterville, Augusta-Waterville",me,4.69,4.53,5.96,2.92,18.29,9.66,12.28,11.19,12.09,9.15,6.65,2.58,16134,90.5,3.34,0.92,2.45,0.09,0.11,2.58,88.53,11.47,32403,0.539
1.23803E+11,"Austin city, MN; Austin, MN Micro Area","Austin city, Minnesota (part); Austin, Austin",mn,6.77,6.61,7.27,4.69,9.34,12.54,11.51,12.29,11.32,7.84,6.44,3.39,24841,88.5,4.74,0.09,3.02,0.18,0.91,2.56,92.88,7.12,45519,0.4629
1.24205E+11,"Austin city, TX; Austin-Round Rock, TX Metro Area","Austin city, Texas (part); Austin-Round Rock, Austin-Round Rock",tx,6.83,6.29,5.29,2.99,11.46,22.03,15.71,11.97,9.52,4.83,2.14,0.95,907779,75.86,7.56,0.43,6.82,0.08,6.08,3.16,95.02,4.98,60939,0.486
1.24205E+11,"Round Rock city, TX; Austin-Round Rock, TX Metro Area","Round Rock city, Texas (part); Austin-Round Rock, Austin-Round Rock",tx,7.28,8.62,7.89,5.17,9.27,14.29,16.95,14.29,8.82,5.05,1.63,0.74,112767,75.58,10.35,0.25,6.31,0.01,3.11,4.39,93.67,6.33,74087,0.3984
1.24601E+11,"Bainbridge city, GA; Bainbridge, GA Micro Area","Bainbridge city, Georgia (part); Bainbridge, Bainbridge",ga,8,7.96,6.28,4.11,10.28,14.36,12.01,11.26,10.53,7.9,5,2.32,12492,35.91,62.1,0,0.46,0,1.3,0.23,89.99,10.01,24869,0.5795
1.25401E+11,"Bakersfield city, CA; Bakersfield, CA Metro Area","Bakersfield city, California (part); Bakersfield, Bakersfield",ca,8.64,8.56,7.99,5.07,11.16,15.4,12.83,11.3,9.88,5.52,2.58,1.08,367555,67.51,7.82,1.27,7.17,0.16,12.42,3.64,89.8,10.2,58669,0.4486
1.25802E+11,"Baltimore city, MD; Baltimore-Columbia-Towson, MD Metro Area","Baltimore city, Maryland (part); Baltimore-Columbia-Towson, Baltimore-Columbia-Towson",md,6.66,5.89,5.41,3.17,10.92,18.39,12.03,13.02,12.23,7.04,3.72,1.54,621000,30.26,62.99,0.29,2.53,0.06,1.62,2.26,88.59,11.41,44262,0.5156
1.25802E+11,"Columbia CDP, MD; Baltimore-Columbia-Towson, MD Metro Area","Columbia CDP, Maryland (part); Baltimore-Columbia-Towson, Baltimore-Columbia-Towson",md,6.44,5.94,6.43,3.84,8.36,15.24,13.7,14.16,12.55,8.25,3.76,1.33,103439,54.7,26.15,0.13,12.62,0.09,2.06,4.26,94.58,5.42,102899,0.3982
1.25802E+11,"Towson CDP, MD; Baltimore-Columbia-Towson, MD Metro Area","Towson CDP, Maryland (part); Baltimore-Columbia-Towson, Baltimore-Columbia-Towson",md,4.61,4.85,4.51,3.35,22.79,11.1,11.5,11.29,10.28,7.59,4.38,3.77,58189,78.29,12.77,0.25,5.47,0,0.56,2.66,94.63,5.37,77680,0.5045
1.26202E+11,"Bangor city, ME; Bangor, ME Metro Area","Bangor city, Maine (part); Bangor, Bangor",me,5.29,6.03,4.34,2.54,13.49,17.4,11.1,11.82,12.16,8.03,4.45,3.35,32491,93.03,1.43,0.51,2.85,0,0.53,1.66,92.13,7.87,37987,0.4917
1.26606E+11,"Baraboo city, WI; Baraboo, WI Micro Area","Baraboo city, Wisconsin (part); Baraboo, Baraboo",wi,6.75,8.54,4.74,3.73,7.27,13.23,11,14.21,14.68,7.87,4.27,3.7,12097,93.44,1.36,0.89,1.2,0,0.78,2.33,91.3,8.7,42311,0.4006
1.26802E+11,"Bardstown city, KY; Bardstown, KY Micro Area","Bardstown city, Kentucky (part); Bardstown, Bardstown",ky,8.42,7.93,8.78,3.42,10.04,14.98,12.01,10.62,9.66,7.95,3.49,2.7,13026,81.8,14.06,0.74,0.33,0,0.45,2.62,88.07,11.93,40353,0.5567
1.27003E+11,"Barnstable Town city, MA; Barnstable Town, MA Metro Area","Barnstable Town city, Massachusetts (part); Barnstable Town, Barnstable Town",ma,3.79,4.16,5.38,3.57,8.69,10.13,9.97,13.41,18.32,12.05,7.6,2.93,44498,90.87,4.03,0.3,0.83,0.31,1.73,1.92,93.48,6.52,63549,0.4754
1.27405E+11,"Barre city, VT; Barre, VT Micro Area","Barre city, Vermont (part); Barre, Barre",vt,5.85,6.18,5.81,4.59,7.11,14.56,11.6,12.47,14.52,9.15,4.63,3.53,8831,96.81,1.08,0,0.36,0,0.05,1.71,93.12,6.88,36992,0.4454
