FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),under5,5to9,10to14,15to17,18to24,25to34,35to44,45to54,55to64,65to74,75to84,plus85,totalPop,white,black,nativeAm,asian,pacIsl,other,twomore,employed,unemployed,medhhinc,gini
1.86205E+11,"Corsicana city, TX; Corsicana, TX Micro Area","Corsicana city, Texas (part); Corsicana, Corsicana",tx,8.24,7.81,7.74,4.96,8.18,12.24,13.15,11.8,11.28,7.99,4.46,2.14,23923,67.4,20.31,1.89,1.05,2.1,5.86,1.4,89.3,10.7,38988,0.4606
1.86604E+11,"Cortland city, NY; Cortland, NY Micro Area","Cortland city, New York (part); Cortland, Cortland",ny,4.35,5.15,4.32,2.85,29.77,12.85,8.36,9.72,9.9,6.79,3.59,2.35,19018,92.25,2.86,0,0.57,0,2.18,2.14,95,5,43149,0.4516
1.87004E+11,"Corvallis city, OR; Corvallis, OR Metro Area","Corvallis city, Oregon (part); Corvallis, Corvallis",or,3.86,3.88,3.57,2.55,32.04,14.56,9.82,8.61,9.66,6.06,3.26,2.12,55766,84.41,1.12,0.56,8.91,0.18,1.16,3.66,91.87,8.13,43922,0.5116
1.87404E+11,"Coshocton city, OH; Coshocton, OH Micro Area","Coshocton city, Ohio (part); Coshocton, Coshocton",oh,4.66,4.8,6.3,4.21,9.64,10.71,12.02,12.41,14.91,9.67,6.7,3.97,11190,95.08,2.15,0.28,0.63,0,0,1.86,92.62,7.38,38310,0.4577
1.87801E+11,"Craig city, CO; Craig, CO Micro Area","Craig city, Colorado (part); Craig, Craig",co,6.32,6.79,9,4.05,6.47,13.99,13.78,12.89,14.37,7.93,3.21,1.2,8913,95.22,0.64,0.38,1.17,0.17,1.3,1.12,95.2,4.8,50567,0.4042
1.88202E+11,"Crawfordsville city, IN; Crawfordsville, IN Micro Area","Crawfordsville city, Indiana (part); Crawfordsville, Crawfordsville",in,6.26,5.02,7.47,4.1,12.31,13.1,11.23,11.59,11.11,8.89,6.04,2.88,15996,92.79,1.96,0.61,0.53,0,0.49,3.61,92.73,7.27,37319,0.4092
1.88601E+11,"Crescent City city, CA; Crescent City, CA Micro Area","Crescent City city, California (part); Crescent City, Crescent City",ca,2.77,2.87,2.15,2.44,11.84,26.72,19.5,15.13,8.46,4.36,2.51,1.23,6965,78,7.81,3.45,3.5,0.2,2.89,4.15,93.07,6.93,27569,0.5045
1.88801E+11,"Crestview city, FL; Crestview-Fort Walton Beach-Destin, FL Metro Area","Crestview city, Florida (part); Crestview-Fort Walton Beach-Destin, Crestview-Fort Walton Beach-Destin",fl,9.01,8.56,6.29,3.16,11.75,18.99,13.23,11.22,8.86,4.96,2.78,1.2,22941,69.32,20.39,0.33,2.54,0.16,1.21,6.05,90.75,9.25,51951,0.405
1.88801E+11,"Destin city, FL; Crestview-Fort Walton Beach-Destin, FL Metro Area","Destin city, Florida (part); Crestview-Fort Walton Beach-Destin, Crestview-Fort Walton Beach-Destin",fl,4.53,4.83,3.93,3.91,7.53,17.26,11.31,16.05,12.32,11.04,5.61,1.67,13312,87.26,2.49,0.75,1.75,0,5.57,2.17,95.52,4.48,68078,0.4372
1.88801E+11,"Fort Walton Beach city, FL; Crestview-Fort Walton Beach-Destin, FL Metro Area","Fort Walton Beach city, Florida (part); Crestview-Fort Walton Beach-Destin, Crestview-Fort Walton Beach-Destin",fl,6.22,4.92,4.98,3.28,10.46,15.14,9.59,13.85,13.89,8.79,6.13,2.75,21238,77.72,11.24,0.15,3.37,0.52,3.08,3.92,92.31,7.69,50091,0.4447
1.89005E+11,"Crossville city, TN; Crossville, TN Micro Area","Crossville city, Tennessee (part); Crossville, Crossville",tn,8.85,7,5.93,3.73,10.07,12.31,10.47,11.45,9.79,10.59,6.85,2.94,11308,94.88,1.7,0.73,0.05,0,0.65,2,90.26,9.74,26675,0.5332
1.898E+11,"Cullman city, AL; Cullman, AL Micro Area","Cullman city, Alabama (part); Cullman, Cullman",al,5.96,4.97,7.05,4.33,9.49,12.58,11.87,12.19,12.53,8.78,7.3,2.96,15156,94.75,1.32,0.5,1.03,0,1.57,0.82,94.56,5.44,40129,0.4651
1.90004E+11,"Cullowhee CDP, NC; Cullowhee, NC Micro Area","Cullowhee CDP, North Carolina (part); Cullowhee, Cullowhee",nc,0.99,1.12,3.13,1.62,72.16,9.11,2.66,2.7,4.18,1.19,1.15,0,5556,86.21,8.84,0.61,0.58,0,2,1.76,96.38,3.62,23324,0.4814
1.90602E+11,"Cumberland city, MD; Cumberland, MD-WV Metro Area","Cumberland city, Maryland (part); Cumberland, Cumberland",md,5.8,5.95,5.93,3.31,11.21,11.75,10.84,13.35,12.74,10.16,5.64,3.31,20290,89.46,6.3,0.12,0.79,0.02,0.22,3.09,89.36,10.64,31855,0.4691
1.91005E+11,"Arlington city, TX; Dallas-Fort Worth-Arlington, TX Metro Area","Arlington city, Texas (part); Dallas-Fort Worth-Arlington, Dallas-Fort Worth-Arlington",tx,7.21,7.32,7.15,4.43,11.19,15.6,13.54,13.34,10.59,6.1,2.59,0.94,383899,65.01,20.77,0.44,6.93,0.1,3.97,2.79,93.55,6.45,53574,0.441
1.91005E+11,"Dallas city, TX; Dallas-Fort Worth-Arlington, TX Metro Area","Dallas city, Texas (part); Dallas-Fort Worth-Arlington, Dallas-Fort Worth-Arlington",tx,8,7.5,6.54,3.61,10.3,18.25,13.96,12.24,10.07,5.53,2.77,1.24,1278433,61,24.55,0.25,3.27,0.04,8.41,2.47,93.19,6.81,45215,0.5428
1.91005E+11,"Denton city, TX; Dallas-Fort Worth-Arlington, TX Metro Area","Denton city, Texas (part); Dallas-Fort Worth-Arlington, Dallas-Fort Worth-Arlington",tx,5.4,5.67,5.58,3.9,22.36,17.11,11.27,10.07,8.75,6.26,2.68,0.96,128421,79.33,10.09,0.53,3.91,0.09,2.7,3.35,92.09,7.91,50487,0.4666
1.91005E+11,"Fort Worth city, TX; Dallas-Fort Worth-Arlington, TX Metro Area","Fort Worth city, Texas (part); Dallas-Fort Worth-Arlington, Dallas-Fort Worth-Arlington",tx,8.27,8.3,7.76,4.25,9.97,16.25,14.15,12.28,9.63,5.36,2.65,1.14,815930,65.17,19.17,0.44,3.84,0.12,7.98,3.29,93.62,6.38,54876,0.4596
1.91005E+11,"Irving city, TX; Dallas-Fort Worth-Arlington, TX Metro Area","Irving city, Texas (part); Dallas-Fort Worth-Arlington, Dallas-Fort Worth-Arlington",tx,8.64,8.13,6.71,3.61,9.5,19.39,15.95,12.58,8.24,4.39,2.06,0.81,232013,53.43,12.98,0.46,17.27,0.22,12.69,2.96,94.09,5.91,54868,0.4491
1.91005E+11,"Plano city, TX; Dallas-Fort Worth-Arlington, TX Metro Area","Plano city, Texas (part); Dallas-Fort Worth-Arlington, Dallas-Fort Worth-Arlington",tx,5.6,6.44,7.38,4.72,7.93,13.03,14.7,16.21,12.42,7.35,3.08,1.16,279088,67.76,8.01,0.44,19.11,0.07,1.69,2.91,95.23,4.77,85085,0.4501
1.91005E+11,"Richardson city, TX; Dallas-Fort Worth-Arlington, TX Metro Area","Richardson city, Texas (part); Dallas-Fort Worth-Arlington, Dallas-Fort Worth-Arlington",tx,6.57,6.19,5.94,3.4,10.02,14.43,13.52,13.33,11.92,8.77,4.04,1.86,108350,67.08,10.3,0.31,15.94,0.05,2.53,3.79,94.44,5.56,74877,0.4351
1.91401E+11,"Dalton city, GA; Dalton, GA Metro Area","Dalton city, Georgia (part); Dalton, Dalton",ga,7.65,8.85,9.34,4.98,9.56,14.26,13.91,11.46,8.97,5.74,3.57,1.73,33653,82.02,7.31,0.67,2.84,0,5.43,1.73,89.59,10.41,34682,0.5102
1.91802E+11,"Danville city, IL; Danville, IL Metro Area","Danville city, Illinois (part); Danville, Danville",il,7.86,7.12,6.59,4.1,9.94,12.65,12.18,11.59,12.08,8.69,4.61,2.6,32030,62.26,32.48,0.08,1.84,0.07,0.94,2.33,87.53,12.47,35446,0.4613
1.92202E+11,"Danville city, KY; Danville, KY Micro Area","Danville city, Kentucky (part); Danville, Danville",ky,5.92,3.83,5.67,3.9,17.18,10.03,10.84,12.37,12.2,8.83,6.64,2.59,16645,84.64,10.2,0.09,1.08,0,0.47,3.53,93.72,6.28,37036,0.4646
1.92605E+11,"Danville city, VA; Danville, VA Micro Area","Danville city, Virginia (part); Danville, Danville",va,6.27,6.63,5.57,3.44,9.24,12.14,10.15,12.59,14.37,10.14,6.19,3.27,42360,45.7,49.12,0.15,1.07,0.02,1.59,2.35,88.18,11.82,33721,0.4929
1.93E+11,"Daphne city, AL; Daphne-Fairhope-Foley, AL Metro Area","Daphne city, Alabama (part); Daphne-Fairhope-Foley, Daphne-Fairhope-Foley",al,4.96,7.35,6.57,4.87,7.49,14.29,15.2,12.48,12.27,8.01,5.01,1.51,24295,80.92,15.16,0,1.54,0,0.78,1.6,94.33,5.67,61508,0.4384
1.93E+11,"Fairhope city, AL; Daphne-Fairhope-Foley, AL Metro Area","Fairhope city, Alabama (part); Daphne-Fairhope-Foley, Daphne-Fairhope-Foley",al,5.48,7.27,6.55,6.4,4.08,9.37,10.71,12.61,13.65,12.4,7.7,3.78,17996,91.79,5.18,0.13,1.18,0,1.19,0.52,94.85,5.15,61723,0.4838
1.93E+11,"Foley city, AL; Daphne-Fairhope-Foley, AL Metro Area","Foley city, Alabama (part); Daphne-Fairhope-Foley, Daphne-Fairhope-Foley",al,5.36,4.82,3.95,2.61,7.81,11.12,9.56,14.7,13.89,14.82,8.62,2.73,16741,78.14,16.54,0.25,0.44,0,2.42,2.22,89.7,10.3,42172,0.4226
1.93402E+11,"Moline city, IL; Davenport-Moline-Rock Island, IA-IL Metro Area","Moline city, Illinois (part); Davenport-Moline-Rock Island, Davenport-Moline-Rock Island",il,6.35,6.12,6.47,3.77,8.19,13.81,12.24,12.08,13.79,9.09,5.52,2.58,42805,86.63,4.71,0.45,2.5,0.02,3.38,2.3,92.76,7.24,51519,0.4187
1.93402E+11,"Rock Island city, IL; Davenport-Moline-Rock Island, IA-IL Metro Area","Rock Island city, Illinois (part); Davenport-Moline-Rock Island, Davenport-Moline-Rock Island",il,6.17,6.57,5.53,3.5,13.41,13.15,10.52,11.73,14.02,7.64,4.86,2.89,38647,70.06,20.83,0.31,2.47,0.02,2.17,4.14,90.45,9.55,43052,0.4491
1.93402E+11,"Davenport city, IA; Davenport-Moline-Rock Island, IA-IL Metro Area","Davenport city, Iowa (part); Davenport-Moline-Rock Island, Davenport-Moline-Rock Island",ia,7.09,6.79,6.07,3.67,10.25,15.93,11.72,12.87,12.09,7.23,3.95,2.33,102305,81.42,11.43,0.32,2.19,0.02,1.38,3.24,94.95,5.05,48191,0.4438
1.93804E+11,"Dayton city, OH; Dayton, OH Metro Area","Dayton city, Ohio (part); Dayton, Dayton",oh,6.41,6.34,5.92,3.44,15.56,14.64,10.83,11.7,12.63,7,3.9,1.62,141143,54.91,39.78,0.31,1.05,0.04,0.61,3.29,86.65,13.35,28745,0.4855
1.94205E+11,"Dayton city, TN; Dayton, TN Micro Area","Dayton city, Tennessee (part); Dayton, Dayton",tn,6.55,6.16,5.04,3.74,16.72,11.44,13.11,10.93,9.33,9.59,5.13,2.26,7308,89.09,6.65,0.16,0.34,0,0.92,2.83,91.4,8.6,31365,0.4452
1.946E+11,"Decatur city, AL (part); Decatur, AL Metro Area","Decatur city, Alabama (part); Decatur, Decatur",al,6.12,7.68,6.16,3.51,8.52,12.72,12.75,13.75,12.96,8.68,4.72,2.43,55419,70.54,21.52,0.78,0.63,0,3.4,3.13,91.9,8.1,42602,0.4725
1.95002E+11,"Decatur city, IL; Decatur, IL Metro Area","Decatur city, Illinois (part); Decatur, Decatur",il,6.81,6.34,5.49,3.58,10.56,13.4,10.54,12.05,13.7,9.11,5.53,2.9,74063,71.63,20.09,0.28,1.19,0,0.63,6.17,88.07,11.93,40777,0.4657
1.95402E+11,"Decatur city, IN; Decatur, IN Micro Area","Decatur city, Indiana (part); Decatur, Decatur",in,6.14,8.06,5.58,3.83,7.78,11.69,12.45,13.49,15.8,8.24,5.37,1.58,9384,93.29,2.18,0,0.59,0,3.16,0.78,92.75,7.25,40840,0.4457
1.95804E+11,"Defiance city, OH; Defiance, OH Micro Area","Defiance city, Ohio (part); Defiance, Defiance",oh,6.34,6.34,6.59,3.47,12.41,11.67,11.1,11.01,13.33,9.15,5.74,2.85,16725,86.96,3.5,0.4,0.42,0,5.49,3.23,91.31,8.69,43855,0.4415
1.96205E+11,"Del Rio city, TX; Del Rio, TX Micro Area","Del Rio city, Texas (part); Del Rio, Del Rio",tx,8.75,7.57,8.04,4.67,9.83,14.53,11.58,11.36,9.26,7.19,5.14,2.07,36007,93.03,1.56,0.29,0.46,0.04,3.94,0.67,90.88,9.12,41662,0.4651
1.96601E+11,"Daytona Beach city, FL; Deltona-Daytona Beach-Ormond Beach, FL Metro Area","Daytona Beach city, Florida (part); Deltona-Daytona Beach-Ormond Beach, Deltona-Daytona Beach-Ormond Beach",fl,5.46,3.3,3.96,2.56,14.62,13.57,9.84,12.58,13.84,10.41,6.55,3.31,64105,58.09,34.45,0.22,2.35,0.01,2.46,2.43,90.35,9.65,29587,0.5314
1.96601E+11,"Deltona city, FL; Deltona-Daytona Beach-Ormond Beach, FL Metro Area","Deltona city, Florida (part); Deltona-Daytona Beach-Ormond Beach, Deltona-Daytona Beach-Ormond Beach",fl,5.97,6.87,6.97,3.86,8.8,12.73,12.46,14.61,12.3,8.78,4.89,1.75,87387,81.63,10.7,0.53,0.98,0.05,3.17,2.92,90.82,9.18,43441,0.3861
1.96601E+11,"Ormond Beach city, FL; Deltona-Daytona Beach-Ormond Beach, FL Metro Area","Ormond Beach city, Florida (part); Deltona-Daytona Beach-Ormond Beach, Deltona-Daytona Beach-Ormond Beach",fl,4.3,4.12,4.63,3.71,6.26,9.44,11,12.54,15.04,14.64,8.75,5.58,40686,89.1,4.12,0.01,2.88,0,2.04,1.85,92.57,7.43,48978,0.4928
1.97004E+11,"Deming city, NM; Deming, NM Micro Area","Deming city, New Mexico (part); Deming, Deming",nm,9.42,9.37,6.75,4.43,9.4,13.61,10.25,9.82,9.46,7.47,7.19,2.83,14582,90.62,1.89,1.32,0.56,0.05,5.24,0.32,83.36,16.64,26044,0.4862
1.97401E+11,"Aurora city, CO; Denver-Aurora-Lakewood, CO Metro Area","Aurora city, Colorado (part); Denver-Aurora-Lakewood, Denver-Aurora-Lakewood",co,7.45,7.66,7.25,3.92,9.39,15.76,14.52,12.78,10.86,6.37,2.9,1.15,351131,61.76,15.9,0.84,5.45,0.29,10.2,5.56,92.97,7.03,55303,0.4106
1.97401E+11,"Broomfield city, CO; Denver-Aurora-Lakewood, CO Metro Area","Broomfield city, Colorado (part); Denver-Aurora-Lakewood, Denver-Aurora-Lakewood",co,5.91,7.08,7.36,4.05,7.7,14.24,15.26,14.48,11.99,7.19,3.07,1.66,62449,86.52,0.98,0.48,6.27,0,2.35,3.41,95.48,4.52,83334,0.4274
1.97401E+11,"Denver city, CO; Denver-Aurora-Lakewood, CO Metro Area","Denver city, Colorado (part); Denver-Aurora-Lakewood, Denver-Aurora-Lakewood",co,6.66,6.13,5.22,2.69,8.7,22.02,15.55,11.7,10.46,6.28,3.07,1.52,663303,76.95,9.77,0.94,3.5,0.06,5.36,3.42,94.61,5.39,56258,0.5008
1.97401E+11,"Lakewood city, CO; Denver-Aurora-Lakewood, CO Metro Area","Lakewood city, Colorado (part); Denver-Aurora-Lakewood, Denver-Aurora-Lakewood",co,5.55,5.58,5.28,3.48,9.56,16.16,12.31,12.95,13.64,8.55,4.73,2.22,149793,88.83,1.44,1.07,3.08,0.06,2.42,3.11,94.61,5.39,58227,0.4368
1.97602E+11,"DeRidder city, LA (part); DeRidder, LA Micro Area","DeRidder city, Louisiana (part); DeRidder, DeRidder",la,6.75,7.86,7.04,3.02,9.58,17.01,13.59,11.16,11.43,6.79,3.69,2.09,10348,58.37,35.94,1.01,1.22,0,0.8,2.67,91.69,8.31,39315,0.4761
1.97802E+11,"Des Moines city, IA; Des Moines-West Des Moines, IA Metro Area","Des Moines city, Iowa (part); Des Moines-West Des Moines, Des Moines-West Des Moines",ia,7.55,7.21,6.61,3.54,10.3,16.63,13,12.36,11.39,6.43,3.3,1.67,212859,77.13,11.03,0.47,5.51,0.09,2.4,3.38,92.92,7.08,48088,0.4536
1.97802E+11,"West Des Moines city, IA; Des Moines-West Des Moines, IA Metro Area","West Des Moines city, Iowa (part); Des Moines-West Des Moines, Des Moines-West Des Moines",ia,6.73,6.34,5.48,3.79,8.86,19.51,13.74,12.66,11.03,6.46,3.74,1.66,61624,86.43,3.73,0.12,6.59,0.08,1.12,1.92,97.29,2.71,70906,0.4477
1.98203E+11,"Dearborn city, MI; Detroit-Warren-Dearborn, MI Metro Area","Dearborn city, Michigan (part); Detroit-Warren-Dearborn, Detroit-Warren-Dearborn",mi,7.99,7.74,9.08,4.52,10.36,12.99,12.09,12.11,10.91,6.11,3.75,2.35,95520,90.32,3.92,0.14,1.94,0.02,0.36,3.3,91.04,8.96,48421,0.4619
1.98203E+11,"Detroit city, MI; Detroit-Warren-Dearborn, MI Metro Area","Detroit city, Michigan (part); Detroit-Warren-Dearborn, Detroit-Warren-Dearborn",mi,7.15,6.76,6.96,4.35,11.61,13.4,12.04,12.6,12.55,7.24,3.57,1.76,683443,13.65,79.66,0.36,1.41,0.01,2.94,1.97,77.85,22.15,26249,0.5079
1.98203E+11,"Farmington Hills city, MI; Detroit-Warren-Dearborn, MI Metro Area","Farmington Hills city, Michigan (part); Detroit-Warren-Dearborn, Detroit-Warren-Dearborn",mi,4.99,5.36,6.14,3.73,7.39,12.03,12.49,14.82,14.73,9.6,5.84,2.87,81154,65.77,20.26,0.19,10.86,0,0.55,2.36,95.28,4.72,71463,0.4629
1.98203E+11,"Livonia city, MI; Detroit-Warren-Dearborn, MI Metro Area","Livonia city, Michigan (part); Detroit-Warren-Dearborn, Detroit-Warren-Dearborn",mi,4.76,5,5.81,3.61,7.67,11.26,11.19,15.91,16.42,9.39,6.11,2.84,94849,91.17,4.1,0.16,2.86,0.02,0.15,1.54,94.53,5.47,71063,0.3949
1.98203E+11,"Novi city, MI; Detroit-Warren-Dearborn, MI Metro Area","Novi city, Michigan (part); Detroit-Warren-Dearborn, Detroit-Warren-Dearborn",mi,6.63,6.22,7.61,4.45,7.06,12.48,14.32,15.35,12.76,6.69,3.41,3.02,58233,67.18,7.88,0.3,21.37,0,1.11,2.16,96.12,3.88,86193,0.4462
1.98203E+11,"Pontiac city, MI; Detroit-Warren-Dearborn, MI Metro Area","Pontiac city, Michigan (part); Detroit-Warren-Dearborn, Detroit-Warren-Dearborn",mi,8.4,8.34,6.22,3.43,12.06,14.63,12.66,13.26,10.47,5.67,3.15,1.72,59920,39.22,49.9,0.46,1.97,0.05,1.88,6.53,83.86,16.14,30152,0.4601
1.98203E+11,"Southfield city, MI; Detroit-Warren-Dearborn, MI Metro Area","Southfield city, Michigan (part); Detroit-Warren-Dearborn, Detroit-Warren-Dearborn",mi,4.98,5.43,5.67,3.48,8.78,12.37,12.4,13.07,14.76,10.45,5.49,3.12,73055,24.45,69.39,0.16,1.95,0,0.75,3.3,90.19,9.81,50371,0.4372
1.98203E+11,"Taylor city, MI; Detroit-Warren-Dearborn, MI Metro Area","Taylor city, Michigan (part); Detroit-Warren-Dearborn, Detroit-Warren-Dearborn",mi,7.23,6.67,6.46,3.6,8.67,13.59,12.26,14.12,12.6,8.44,4.76,1.58,61716,76.77,17.09,0.38,1.46,0,1.41,2.88,88.4,11.6,41897,0.4254
1.98203E+11,"Troy city, MI; Detroit-Warren-Dearborn, MI Metro Area","Troy city, Michigan (part); Detroit-Warren-Dearborn, Detroit-Warren-Dearborn",mi,4.98,6.11,6.23,4.53,7.7,11.31,13.5,15.65,14.37,9.18,4.77,1.67,82982,70.05,3.7,0.36,22.9,0.04,0.64,2.31,94.66,5.34,88954,0.4189
1.98203E+11,"Warren city, MI; Detroit-Warren-Dearborn, MI Metro Area","Warren city, Michigan (part); Detroit-Warren-Dearborn, Detroit-Warren-Dearborn",mi,6.19,6.21,6.16,4.29,9.05,12.93,12.27,14.41,12.67,7.92,5.27,2.62,135069,71.97,17.43,0.34,7.02,0.03,0.56,2.66,89.69,10.31,44017,0.4244
1.98604E+11,"Dickinson city, ND; Dickinson, ND Micro Area","Dickinson city, North Dakota (part); Dickinson, Dickinson",nd,7.79,5.57,7.11,3.39,11.34,17.58,13.08,11.68,10.75,4.64,4.23,2.85,21985,90.65,2.04,0.95,1.82,0.1,1.89,2.55,96.51,3.49,74838,0.4363
1.99402E+11,"Dixon city, IL; Dixon, IL Micro Area","Dixon city, Illinois (part); Dixon, Dixon",il,5.71,5.99,4.49,2.38,9.5,13.87,13.86,16.82,13.34,6.24,5.78,2.04,14802,84.16,10.24,0.11,0.68,0.41,1.71,2.7,92.81,7.19,51000,0.4114
1.99802E+11,"Dodge City city, KS; Dodge City, KS Micro Area","Dodge City city, Kansas (part); Dodge City, Dodge City",ks,10.7,8.13,7.64,4.72,11.41,15.43,12.03,12.04,8.8,5.12,2.68,1.3,27875,87.14,2.79,0.32,1.61,0.02,5.89,2.23,92.13,7.87,45963,0.4029
2.002E+11,"Dothan city, AL (part); Dothan, AL Metro Area","Dothan city, Alabama (part); Dothan, Dothan",al,6.58,6.77,6.4,4.03,8.35,13.76,12.38,13.09,12.52,9.12,5.19,1.82,66847,61.92,34.22,0.31,1.2,0.04,0.58,1.72,91.44,8.56,42589,0.5003
2.00601E+11,"Douglas city, GA; Douglas, GA Micro Area","Douglas city, Georgia (part); Douglas, Douglas",ga,6.33,8.43,8.41,4.25,12.92,12.19,10.82,12.25,11.08,7.26,4.54,1.54,11742,43.91,52.55,0.33,0.2,0,2.03,0.98,93.16,6.84,29757,0.5393
2.01001E+11,"Dover city, DE; Dover, DE Metro Area","Dover city, Delaware (part); Dover, Dover",de,7.44,5.99,4.9,3.42,20.26,14.64,9.79,9.92,9.47,7.26,4.59,2.31,37351,45.91,43.51,0.49,2.74,0.16,1.99,5.2,91.87,8.13,46355,0.4376
2.01401E+11,"Dublin city, GA; Dublin, GA Micro Area","Dublin city, Georgia (part); Dublin, Dublin",ga,7.41,8.25,5.49,3.76,10.35,12.6,11.67,12.49,12.26,8.03,5.42,2.27,16189,33.7,63.55,0.04,2.1,0,0.09,0.53,91.98,8.02,27847,0.5782
2.01804E+11,"DuBois city, PA; DuBois, PA Micro Area","DuBois city, Pennsylvania (part); DuBois, DuBois",pa,5.39,5.25,6.31,4.4,6.93,15.4,12.18,11.43,14.6,9.11,6.72,2.28,7637,97.66,0.5,0.2,0.46,0,0,1.19,93.71,6.29,39264,0.433
2.02202E+11,"Dubuque city, IA; Dubuque, IA Metro Area","Dubuque city, Iowa (part); Dubuque, Dubuque",ia,5.83,6.09,5.36,3.47,12.59,14.31,9.87,12.13,13.33,7.94,6.13,2.94,58535,90.7,4.07,0.08,1.5,0.58,0.43,2.65,95.01,4.99,48021,0.4354
2.02603E+11,"Duluth city, MN; Duluth, MN-WI Metro Area","Duluth city, Minnesota (part); Duluth, Duluth",mn,5.35,4.73,5.1,2.92,20.31,13.16,10.27,11.41,12.1,7.66,4.43,2.58,86164,89.98,2.72,1.97,1.7,0.05,0.24,3.34,94.4,5.6,45950,0.4808
2.03005E+11,"Dumas city, TX; Dumas, TX Micro Area","Dumas city, Texas (part); Dumas, Dumas",tx,7.61,9.79,9.15,3.97,10.73,15.16,11.78,10.58,10.85,5.34,3.33,1.72,14963,74.92,3.17,0.73,8.67,0,9.83,2.67,95.4,4.6,50773,0.4035
2.03404E+11,"Duncan city, OK; Duncan, OK Micro Area","Duncan city, Oklahoma (part); Duncan, Duncan",ok,6.77,7.1,6.34,4.19,8.05,12.68,11.98,11.79,13.17,8.67,6.36,2.9,23240,80.49,3.42,4.2,0.89,0.03,5.56,5.4,92.22,7.78,40243,0.4794
2.03804E+11,"Dunn city, NC; Dunn, NC Micro Area","Dunn city, North Carolina (part); Dunn, Dunn",nc,5.96,6.12,6.11,3.79,7.8,10.44,11.2,12.14,15.43,10.72,7.26,3.05,9762,51.85,40.43,1.12,0.58,0,4.09,1.93,85.52,14.48,29552,0.4977
2.04201E+11,"Durango city, CO; Durango, CO Micro Area","Durango city, Colorado (part); Durango, Durango",co,4.92,3.78,4.7,2.86,18.75,19.23,13.36,11.44,10.72,5.64,3.09,1.5,17817,88.54,0.65,5.44,0.97,0.02,1.98,2.41,94.62,5.38,60334,0.4586
2.04604E+11,"Durant city, OK; Durant, OK Micro Area","Durant city, Oklahoma (part); Durant, Durant",ok,7.13,7.1,5.79,2.45,16.34,15.73,10.54,10.73,9.71,7.92,4.52,2.05,17042,70.54,2.36,15.15,0.55,0.06,4.51,6.82,93.35,6.65,34980,0.44
2.05004E+11,"Chapel Hill town, NC; Durham-Chapel Hill, NC Metro Area","Chapel Hill town, North Carolina (part); Durham-Chapel Hill, Durham-Chapel Hill",nc,2.99,4.66,5.19,3.13,31.82,12.41,9.83,10.71,8.89,5.47,3.36,1.53,59005,72.83,9.87,0.37,12.58,0.03,1.12,3.2,94.61,5.39,65373,0.5491
2.05004E+11,"Durham city, NC (part); Durham-Chapel Hill, NC Metro Area","Durham city, North Carolina (part); Durham-Chapel Hill, Durham-Chapel Hill",nc,7.24,6.17,5.95,3.11,11.3,19.07,14.37,11.89,10.67,6.07,2.72,1.45,251761,47.9,39.95,0.38,5.11,0.05,3.61,3,93.54,6.46,52115,0.4787
2.05405E+11,"Dyersburg city, TN; Dyersburg, TN Micro Area","Dyersburg city, Tennessee (part); Dyersburg, Dyersburg",tn,5.88,5.97,6.41,4.72,9.14,10.94,11.92,15.68,12.13,9.94,5.1,2.17,16867,70.74,24.74,0.5,0.97,0.2,0.58,2.28,89.12,10.88,35699,0.5527
2.05805E+11,"Eagle Pass city, TX; Eagle Pass, TX Micro Area","Eagle Pass city, Texas (part); Eagle Pass, Eagle Pass",tx,10.41,8.33,6.94,5.55,10.89,12.96,11.01,11.27,8.97,6.66,5.64,1.39,28209,92.15,0.35,0.23,1.07,0,5.3,0.9,90.01,9.99,41560,0.4633
2.06602E+11,"Easton town, MD; Easton, MD Micro Area","Easton town, Maryland (part); Easton, Easton",md,4.59,5.87,5.75,2.57,7.41,10.99,12.11,13.14,12.47,12.21,7.57,5.34,16637,80.11,12.39,0.13,1.76,0,0.57,5.03,95.11,4.89,51052,0.4627
2.07004E+11,"East Stroudsburg borough, PA; East Stroudsburg, PA Metro Area","East Stroudsburg borough, Pennsylvania (part); East Stroudsburg, East Stroudsburg",pa,2.07,6.66,5.21,2.6,32.42,7.64,8.54,10.76,11.01,6.72,4.4,1.97,10023,75.22,13.32,0.26,1.16,0.07,2.67,7.3,80.11,19.89,41744,0.4304
2.07406E+11,"Eau Claire city, WI; Eau Claire, WI Metro Area","Eau Claire city, Wisconsin (part); Eau Claire, Eau Claire",wi,5.09,5.77,4.94,3.11,21.49,15.58,10.63,10.54,10.21,6.81,3.65,2.18,67654,91.52,1.02,0.58,4.53,0.14,0.12,2.09,94.82,5.18,45403,0.4308
2.07801E+11,"Edwards CDP, CO; Edwards, CO Micro Area","Edwards CDP, Colorado (part); Edwards, Edwards",co,5.64,6.13,5.89,4.17,10.32,15.49,17.18,16.13,11.02,6.62,1.35,0.04,9231,88.29,0.03,0.87,1.71,0,7.58,1.52,96.89,3.11,90494,0.4792
2.08202E+11,"Effingham city, IL; Effingham, IL Micro Area","Effingham city, Illinois (part); Effingham, Effingham",il,6.74,6.41,6.63,4.04,8.56,14.57,10.61,13.63,11.06,8.69,6.13,2.93,12650,96.24,0.96,0.09,0.94,0.09,0.66,1.01,94.39,5.61,44536,0.4802
